person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt,income_to_loan_ratio,employment_to_age_ratio,credit_history_to_age_ratio,default_on_file_binary,loan_grade_numeric,income_group,loan_amount_group,loan_percent_income_group,age_group
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.08,N,3,11.695255355062795,9.210440366976517,12.0,0.30434782608695654,0.13043478260869565,0,1,High,Medium,Low Burden,Young
23,120000,MORTGAGE,8.0,EDUCATION,B,4000,10.65,0,0.03,N,2,11.695255355062795,8.294299608857235,30.0,0.34782608695652173,0.08695652173913043,0,1,High,Small,Low Burden,Young
22,25899,OWN,7.0,VENTURE,B,6250,12.69,0,0.24,N,2,10.16199824768763,8.740496729931813,4.14384,0.3181818181818182,0.09090909090909091,0,1,Lower-Middle,Medium,High Burden,Young
23,120000,MORTGAGE,3.0,VENTURE,A,5000,8.9,0,0.04,N,4,11.695255355062795,8.517393171418904,24.0,0.13043478260869565,0.17391304347826086,0,0,High,Small,Low Burden,Young
24,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7000,15.62,0,0.06,N,2,11.695255355062795,8.853808274977197,17.142857142857142,0.125,0.08333333333333333,0,3,High,Medium,Low Burden,Young
25,120000,MORTGAGE,9.0,MEDICAL,A,5000,8.49,0,0.04,N,3,11.695255355062795,8.517393171418904,24.0,0.36,0.12,0,0,High,Small,Low Burden,Young
26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5600,13.49,0,0.05,Y,3,11.695255355062795,8.630700432209832,21.428571428571427,0.38461538461538464,0.11538461538461539,1,2,High,Medium,Low Burden,Adult
23,120000,MORTGAGE,7.0,MEDICAL,A,8500,5.42,0,0.07,N,4,11.695255355062795,9.04793908261736,14.117647058823529,0.30434782608695654,0.17391304347826086,0,0,High,Medium,Low Burden,Young
22,44000,RENT,5.0,HOMEIMPROVEMENT,B,15000,11.11,1,0.34,N,3,10.691967639914864,9.61587214452889,2.933333333333333,0.22727272727272727,0.13636363636363635,0,1,Lower-Middle,Large,High Burden,Young
23,120000,MORTGAGE,3.0,MEDICAL,B,30000,11.49,0,0.25,N,4,11.695255355062795,10.308985993422082,4.0,0.13043478260869565,0.17391304347826086,0,1,High,Very Large,High Burden,Young
22,120000,MORTGAGE,0.0,EDUCATION,D,16800,15.62,0,0.14,N,4,11.695255355062795,9.729193687429403,7.142857142857143,0.0,0.18181818181818182,0,3,High,Large,Moderate Burden,Young
26,120000,MORTGAGE,11.0,VENTURE,A,10000,5.99,0,0.08,N,4,11.695255355062795,9.210440366976517,12.0,0.4230769230769231,0.15384615384615385,0,0,High,Medium,Low Burden,Adult
23,50000,RENT,7.0,PERSONAL,B,15000,10.37,0,0.3,N,3,10.819798284210286,9.61587214452889,3.3333333333333335,0.30434782608695654,0.13043478260869565,0,1,Lower-Middle,Large,High Burden,Young
24,120000,MORTGAGE,8.0,PERSONAL,B,8575,10.99,0,0.07,N,3,11.695255355062795,9.056722883310583,13.994169096209912,0.3333333333333333,0.125,0,1,High,Medium,Low Burden,Young
24,91800,OWN,8.0,MEDICAL,E,10000,19.29,1,0.09,N,2,11.427378469795439,9.210440366976517,9.18,0.3333333333333333,0.08333333333333333,0,4,Upper-Middle,Medium,Low Burden,Young
26,108000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.49,1,0.14,N,3,11.58989576532275,9.61587214452889,7.2,0.3076923076923077,0.11538461538461539,0,1,High,Large,Moderate Burden,Adult
25,120000,MORTGAGE,9.0,PERSONAL,C,21000,13.49,0,0.17,N,4,11.695255355062795,9.952325334619427,5.714285714285714,0.36,0.16,0,2,High,Very Large,Moderate Burden,Young
23,120000,MORTGAGE,7.0,EDUCATION,A,12000,5.42,0,0.1,N,3,11.695255355062795,9.392745258631441,10.0,0.30434782608695654,0.13043478260869565,0,0,High,Large,Low Burden,Young
25,120000,MORTGAGE,2.0,PERSONAL,F,10000,20.99,0,0.08,N,4,11.695255355062795,9.210440366976517,12.0,0.08,0.16,0,5,High,Medium,Low Burden,Young
22,120000,MORTGAGE,3.0,MEDICAL,C,5000,14.79,0,0.04,N,2,11.695255355062795,8.517393171418904,24.0,0.13636363636363635,0.09090909090909091,0,2,High,Small,Low Burden,Young
24,120000,MORTGAGE,9.0,EDUCATION,B,20000,9.99,0,0.17,N,4,11.695255355062795,9.90353755128617,6.0,0.375,0.16666666666666666,0,1,High,Large,Moderate Burden,Young
24,120000,OWN,8.0,EDUCATION,A,5275,5.42,0,0.04,N,4,11.695255355062795,8.570923513837204,22.748815165876778,0.3333333333333333,0.16666666666666666,0,0,High,Medium,Low Burden,Young
23,120000,MORTGAGE,7.0,MEDICAL,A,6000,6.99,0,0.05,N,3,11.695255355062795,8.699681400989514,20.0,0.30434782608695654,0.13043478260869565,0,0,High,Medium,Low Burden,Young
23,50000,RENT,1.0,VENTURE,C,15000,13.61,0,0.3,N,3,10.819798284210286,9.61587214452889,3.3333333333333335,0.043478260869565216,0.13043478260869565,0,2,Lower-Middle,Large,High Burden,Young
22,120000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.1,N,4,11.695255355062795,9.392745258631441,10.0,0.2727272727272727,0.18181818181818182,0,0,High,Large,Low Burden,Young
24,120000,MORTGAGE,5.0,PERSONAL,A,16000,6.99,0,0.13,N,4,11.695255355062795,9.680406499268875,7.5,0.20833333333333334,0.16666666666666666,0,0,High,Large,Moderate Burden,Young
23,50000,RENT,7.0,PERSONAL,A,15000,7.88,0,0.3,N,4,10.819798284210286,9.61587214452889,3.3333333333333335,0.30434782608695654,0.17391304347826086,0,0,Lower-Middle,Large,High Burden,Young
24,91800,MORTGAGE,8.0,MEDICAL,D,5000,15.99,1,0.05,N,2,11.427378469795439,8.517393171418904,18.36,0.3333333333333333,0.08333333333333333,0,3,Upper-Middle,Small,Low Burden,Young
23,120000,MORTGAGE,5.0,MEDICAL,B,6000,9.99,0,0.05,N,3,11.695255355062795,8.699681400989514,20.0,0.21739130434782608,0.13043478260869565,0,1,High,Medium,Low Burden,Young
25,44000,RENT,1.0,EDUCATION,D,15000,14.59,1,0.34,N,4,10.691967639914864,9.61587214452889,2.933333333333333,0.04,0.16,0,3,Lower-Middle,Large,High Burden,Young
24,50000,RENT,2.0,VENTURE,B,15000,11.36,0,0.3,N,2,10.819798284210286,9.61587214452889,3.3333333333333335,0.08333333333333333,0.08333333333333333,0,1,Lower-Middle,Large,High Burden,Young
24,120000,MORTGAGE,3.0,MEDICAL,A,4800,5.99,0,0.04,N,4,11.695255355062795,8.476579508530941,25.0,0.125,0.16666666666666666,0,0,High,Small,Low Burden,Young
24,120000,MORTGAGE,8.0,PERSONAL,C,20000,12.99,0,0.17,Y,2,11.695255355062795,9.90353755128617,6.0,0.3333333333333333,0.08333333333333333,1,2,High,Large,Moderate Burden,Young
23,120000,OWN,7.0,VENTURE,B,3600,10.59,0,0.03,N,4,11.695255355062795,8.188966863648876,33.333333333333336,0.30434782608695654,0.17391304347826086,0,1,High,Small,Low Burden,Young
22,120000,MORTGAGE,3.0,MEDICAL,A,22000,7.49,0,0.18,N,3,11.695255355062795,9.99884318585288,5.454545454545454,0.13636363636363635,0.13636363636363635,0,0,High,Very Large,Moderate Burden,Young
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3750,5.42,0,0.03,N,3,11.695255355062795,8.229777750081887,32.0,0.30434782608695654,0.13043478260869565,0,0,High,Small,Low Burden,Young
26,120000,MORTGAGE,5.0,EDUCATION,B,13000,10.99,0,0.11,N,2,11.695255355062795,9.472781556562168,9.23076923076923,0.19230769230769232,0.07692307692307693,0,1,High,Large,Moderate Burden,Adult
25,120000,MORTGAGE,7.0,MEDICAL,A,14500,7.49,0,0.12,N,4,11.695255355062795,9.581972891547895,8.275862068965518,0.28,0.16,0,0,High,Large,Moderate Burden,Young
26,120000,MORTGAGE,10.0,MEDICAL,C,5000,13.49,0,0.04,Y,2,11.695255355062795,8.517393171418904,24.0,0.38461538461538464,0.07692307692307693,1,2,High,Small,Low Burden,Adult
26,120000,MORTGAGE,5.0,EDUCATION,A,8000,7.29,0,0.07,N,2,11.695255355062795,8.987321812850125,15.0,0.19230769230769232,0.07692307692307693,0,0,High,Medium,Low Burden,Adult
25,120000,MORTGAGE,9.0,PERSONAL,A,10000,5.42,0,0.08,N,4,11.695255355062795,9.210440366976517,12.0,0.36,0.16,0,0,High,Medium,Low Burden,Young
26,50004,RENT,3.0,VENTURE,C,15000,13.72,0,0.3,Y,4,10.819878279410617,9.61587214452889,3.3336,0.11538461538461539,0.15384615384615385,1,2,Middle,Large,High Burden,Adult
22,50004,RENT,6.0,VENTURE,D,15000,15.05,0,0.3,Y,2,10.819878279410617,9.61587214452889,3.3336,0.2727272727272727,0.09090909090909091,1,3,Middle,Large,High Burden,Young
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.13,N,4,11.695255355062795,9.61587214452889,8.0,0.30434782608695654,0.17391304347826086,0,1,High,Large,Moderate Burden,Young
23,120000,MORTGAGE,7.0,EDUCATION,B,18225,10.99,0,0.15,N,3,11.695255355062795,9.810604425056072,6.584362139917696,0.30434782608695654,0.13043478260869565,0,1,High,Large,Moderate Burden,Young
24,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14000,10.74,0,0.12,N,3,11.695255355062795,9.546884034617925,8.571428571428571,0.3333333333333333,0.125,0,1,High,Large,Moderate Burden,Young
22,44172,RENT,4.0,PERSONAL,B,15000,10.37,1,0.34,N,3,10.695869021686462,9.61587214452889,2.9448,0.18181818181818182,0.13636363636363635,0,1,Lower-Middle,Large,High Burden,Young
26,50400,RENT,10.0,HOMEIMPROVEMENT,B,15000,10.75,0,0.3,N,2,10.827766295132466,9.61587214452889,3.36,0.38461538461538464,0.07692307692307693,0,1,Middle,Large,High Burden,Adult
25,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,28000,10.74,0,0.23,N,3,11.695255355062795,10.239995502805316,4.285714285714286,0.36,0.12,0,1,High,Very Large,High Burden,Young
25,50500,RENT,4.0,VENTURE,B,15000,11.14,0,0.3,N,4,10.829748417047593,9.61587214452889,3.3666666666666667,0.16,0.16,0,1,Middle,Large,High Burden,Young
25,120000,MORTGAGE,9.0,PERSONAL,B,10000,10.37,0,0.08,N,3,11.695255355062795,9.210440366976517,12.0,0.36,0.12,0,1,High,Medium,Low Burden,Young
26,120000,MORTGAGE,10.0,MEDICAL,A,10000,5.42,0,0.08,N,2,11.695255355062795,9.210440366976517,12.0,0.38461538461538464,0.07692307692307693,0,0,High,Medium,Low Burden,Adult
26,120000,MORTGAGE,0.0,EDUCATION,A,6000,10.99,0,0.05,N,2,11.695255355062795,8.699681400989514,20.0,0.0,0.07692307692307693,0,0,High,Medium,Low Burden,Adult
22,120000,MORTGAGE,2.0,EDUCATION,A,17400,7.66,0,0.14,N,2,11.695255355062795,9.76428295481558,6.896551724137931,0.09090909090909091,0.09090909090909091,0,0,High,Large,Moderate Burden,Young
22,51000,RENT,6.0,DEBTCONSOLIDATION,B,15000,11.11,0,0.29,N,4,10.839600519357369,9.61587214452889,3.4,0.2727272727272727,0.18181818181818182,0,1,Middle,Large,High Burden,Young
23,120000,MORTGAGE,7.0,VENTURE,C,6000,13.06,0,0.05,N,4,11.695255355062795,8.699681400989514,20.0,0.30434782608695654,0.17391304347826086,0,2,High,Medium,Low Burden,Young
25,25000,OWN,9.0,VENTURE,A,6000,7.51,0,0.24,N,2,10.12667110305036,8.699681400989514,4.166666666666667,0.36,0.08,0,0,Low,Medium,High Burden,Young
24,51000,RENT,6.0,MEDICAL,B,15000,11.12,0,0.29,N,3,10.839600519357369,9.61587214452889,3.4,0.25,0.125,0,1,Middle,Large,High Burden,Young
23,120000,MORTGAGE,2.0,PERSONAL,D,24250,16.02,0,0.2,Y,4,11.695255355062795,10.096213132628804,4.948453608247423,0.08695652173913043,0.17391304347826086,1,3,High,Very Large,Moderate Burden,Young
25,51000,RENT,1.0,VENTURE,C,15000,13.48,0,0.29,Y,4,10.839600519357369,9.61587214452889,3.4,0.04,0.16,1,2,Middle,Large,High Burden,Young
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,16000,10.37,0,0.13,N,3,11.695255355062795,9.680406499268875,7.5,0.30434782608695654,0.13043478260869565,0,1,High,Large,Moderate Burden,Young
24,120000,OWN,8.0,PERSONAL,D,15000,15.28,0,0.13,N,3,11.695255355062795,9.61587214452889,8.0,0.3333333333333333,0.125,0,3,High,Large,Moderate Burden,Young
25,120000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.08,N,2,11.695255355062795,9.210440366976517,12.0,0.24,0.08,0,1,High,Medium,Low Burden,Young
25,120000,MORTGAGE,2.0,EDUCATION,B,13000,9.99,0,0.11,N,4,11.695255355062795,9.472781556562168,9.23076923076923,0.08,0.16,0,1,High,Large,Moderate Burden,Young
26,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.21,N,3,11.695255355062795,10.12667110305036,4.8,0.11538461538461539,0.11538461538461539,0,1,High,Very Large,High Burden,Adult
26,91800,MORTGAGE,10.0,MEDICAL,E,10000,16.32,1,0.09,Y,4,11.427378469795439,9.210440366976517,9.18,0.38461538461538464,0.15384615384615385,1,4,Upper-Middle,Medium,Low Burden,Adult
24,51500,RENT,8.0,EDUCATION,A,15000,8.49,0,0.29,N,2,10.849356503939038,9.61587214452889,3.433333333333333,0.3333333333333333,0.08333333333333333,0,0,Middle,Large,High Burden,Young
22,25000,OWN,4.0,VENTURE,A,5000,6.03,0,0.2,N,2,10.12667110305036,8.517393171418904,5.0,0.18181818181818182,0.09090909090909091,0,0,Low,Small,Moderate Burden,Young
25,25000,OWN,4.0,EDUCATION,A,8500,6.03,0,0.34,N,2,10.12667110305036,9.04793908261736,2.9411764705882355,0.16,0.08,0,0,Low,Medium,High Burden,Young
24,51996,RENT,2.0,MEDICAL,C,15000,13.22,0,0.29,N,3,10.858941303591607,9.61587214452889,3.4664,0.08333333333333333,0.125,0,2,Middle,Large,High Burden,Young
26,120000,MORTGAGE,2.0,EDUCATION,A,10000,5.42,0,0.08,N,4,11.695255355062795,9.210440366976517,12.0,0.07692307692307693,0.15384615384615385,0,0,High,Medium,Low Burden,Adult
24,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,8400,13.72,0,0.07,Y,2,11.695255355062795,9.036106025364846,14.285714285714286,0.3333333333333333,0.08333333333333333,1,2,High,Medium,Low Burden,Young
23,46000,RENT,3.0,MEDICAL,D,15000,16.0,1,0.33,N,4,10.736418414365376,9.61587214452889,3.066666666666667,0.13043478260869565,0.17391304347826086,0,3,Lower-Middle,Large,High Burden,Young
23,52000,RENT,7.0,VENTURE,C,15000,14.26,0,0.29,N,3,10.859018228147887,9.61587214452889,3.466666666666667,0.30434782608695654,0.13043478260869565,0,2,Middle,Large,High Burden,Young
24,120000,MORTGAGE,0.0,EDUCATION,D,25000,15.2,0,0.21,Y,3,11.695255355062795,10.12667110305036,4.8,0.0,0.125,1,3,High,Very Large,High Burden,Young
25,52000,RENT,4.0,EDUCATION,B,15000,12.18,0,0.29,N,4,10.859018228147887,9.61587214452889,3.466666666666667,0.16,0.16,0,1,Middle,Large,High Burden,Young
25,120000,MORTGAGE,9.0,PERSONAL,C,25000,13.72,0,0.21,N,3,11.695255355062795,10.12667110305036,4.8,0.36,0.12,0,2,High,Very Large,High Burden,Young
25,120000,MORTGAGE,7.0,MEDICAL,A,4000,5.42,0,0.03,N,3,11.695255355062795,8.294299608857235,30.0,0.28,0.12,0,0,High,Small,Low Burden,Young
22,52500,RENT,2.0,EDUCATION,B,15000,10.37,0,0.29,N,3,10.868587496017359,9.61587214452889,3.5,0.09090909090909091,0.13636363636363635,0,1,Middle,Large,High Burden,Young
25,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,9500,5.42,0,0.08,N,2,11.695255355062795,9.15915233520675,12.631578947368421,0.2,0.08,0,0,High,Medium,Low Burden,Young
23,108000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4000,10.99,1,0.04,N,2,11.58989576532275,8.294299608857235,27.0,0.30434782608695654,0.08695652173913043,0,2,High,Small,Low Burden,Young
23,120000,MORTGAGE,5.0,EDUCATION,A,14000,10.99,0,0.12,N,3,11.695255355062795,9.546884034617925,8.571428571428571,0.21739130434782608,0.13043478260869565,0,0,High,Large,Moderate Burden,Young
24,120000,MORTGAGE,1.0,MEDICAL,A,3000,6.39,0,0.03,N,3,11.695255355062795,8.006700845440367,40.0,0.041666666666666664,0.125,0,0,High,Small,Low Burden,Young
23,120000,MORTGAGE,4.0,VENTURE,A,10000,10.99,0,0.08,N,2,11.695255355062795,9.210440366976517,12.0,0.17391304347826086,0.08695652173913043,0,0,High,Medium,Low Burden,Young
23,120000,MORTGAGE,2.0,EDUCATION,A,6000,6.76,0,0.05,N,3,11.695255355062795,8.699681400989514,20.0,0.08695652173913043,0.13043478260869565,0,0,High,Medium,Low Burden,Young
23,120000,MORTGAGE,7.0,EDUCATION,C,8000,13.61,0,0.07,Y,2,11.695255355062795,8.987321812850125,15.0,0.30434782608695654,0.08695652173913043,1,2,High,Medium,Low Burden,Young
24,91800,MORTGAGE,8.0,MEDICAL,D,15000,16.32,1,0.14,Y,2,11.427378469795439,9.61587214452889,6.12,0.3333333333333333,0.08333333333333333,1,3,Upper-Middle,Large,Moderate Burden,Young
22,52596,RENT,1.0,PERSONAL,B,15000,10.74,0,0.29,N,2,10.870414362878757,9.61587214452889,3.5064,0.045454545454545456,0.09090909090909091,0,1,Middle,Large,High Burden,Young
26,120000,MORTGAGE,3.0,PERSONAL,A,4600,6.39,0,0.04,N,2,11.695255355062795,8.434028950155469,26.08695652173913,0.11538461538461539,0.07692307692307693,0,0,High,Small,Low Burden,Adult
23,120000,MORTGAGE,8.0,MEDICAL,A,10000,7.88,0,0.08,N,2,11.695255355062795,9.210440366976517,12.0,0.34782608695652173,0.08695652173913043,0,0,High,Medium,Low Burden,Young
26,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.03,N,3,11.695255355062795,8.294299608857235,30.0,0.3076923076923077,0.11538461538461539,0,0,High,Small,Low Burden,Adult
24,23000,RENT,2.0,EDUCATION,C,1600,10.99,0,0.07,Y,2,10.043292972227004,7.3783837129967145,14.375,0.08333333333333333,0.08333333333333333,1,2,Low,Small,Low Burden,Young
23,120000,MORTGAGE,7.0,EDUCATION,A,10000,7.51,0,0.08,N,3,11.695255355062795,9.210440366976517,12.0,0.30434782608695654,0.13043478260869565,0,0,High,Medium,Low Burden,Young
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,7.14,0,0.04,N,4,11.695255355062795,8.497194544909547,24.489795918367346,0.30434782608695654,0.17391304347826086,0,0,High,Small,Low Burden,Young
24,23000,RENT,2.0,EDUCATION,A,1600,7.68,0,0.07,N,2,10.043292972227004,7.3783837129967145,14.375,0.08333333333333333,0.08333333333333333,0,0,Low,Small,Low Burden,Young
25,25000,RENT,1.0,DEBTCONSOLIDATION,B,1600,9.99,0,0.06,N,3,10.12667110305036,7.3783837129967145,15.625,0.04,0.12,0,1,Low,Small,Low Burden,Young
24,120000,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0,0.1,N,3,11.695255355062795,9.392745258631441,10.0,0.08333333333333333,0.125,0,0,High,Large,Low Burden,Young
25,25000,RENT,4.0,MEDICAL,C,1600,12.98,0,0.06,N,3,10.12667110305036,7.3783837129967145,15.625,0.16,0.12,0,2,Low,Small,Low Burden,Young
24,25000,RENT,3.0,PERSONAL,C,1600,12.53,0,0.06,N,3,10.12667110305036,7.3783837129967145,15.625,0.125,0.125,0,2,Low,Small,Low Burden,Young
26,25200,RENT,0.0,VENTURE,C,1600,10.99,0,0.06,Y,2,10.134638955251866,7.3783837129967145,15.75,0.0,0.07692307692307693,1,2,Lower-Middle,Small,Low Burden,Adult
23,26000,RENT,1.0,PERSONAL,D,1600,16.29,1,0.06,Y,3,10.165890277802454,7.3783837129967145,16.25,0.043478260869565216,0.13043478260869565,1,3,Lower-Middle,Small,Low Burden,Young
25,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,6.76,0,0.05,N,3,11.695255355062795,8.699681400989514,20.0,0.16,0.12,0,0,High,Medium,Low Burden,Young
26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,10000,14.59,0,0.08,Y,2,11.695255355062795,9.210440366976517,12.0,0.38461538461538464,0.07692307692307693,1,3,High,Medium,Low Burden,Adult
22,26880,RENT,2.0,DEBTCONSOLIDATION,B,1600,11.12,0,0.06,N,2,10.199174996326047,7.3783837129967145,16.8,0.09090909090909091,0.09090909090909091,0,1,Lower-Middle,Small,Low Burden,Young
22,28150,RENT,0.0,MEDICAL,A,1600,6.39,0,0.06,N,4,10.24533815691556,7.3783837129967145,17.59375,0.0,0.18181818181818182,0,0,Lower-Middle,Small,Low Burden,Young
25,28800,RENT,2.0,MEDICAL,A,1600,6.62,0,0.06,N,2,10.268165387743457,7.3783837129967145,18.0,0.08,0.08,0,0,Lower-Middle,Small,Low Burden,Young
23,29124,RENT,3.0,EDUCATION,B,1600,10.83,0,0.05,N,4,10.279352190868002,7.3783837129967145,18.2025,0.13043478260869565,0.17391304347826086,0,1,Lower-Middle,Small,Low Burden,Young
26,120000,MORTGAGE,10.0,PERSONAL,C,10000,12.73,0,0.08,N,3,11.695255355062795,9.210440366976517,12.0,0.38461538461538464,0.11538461538461539,0,2,High,Medium,Low Burden,Adult
26,120000,OWN,10.0,PERSONAL,C,15000,13.11,0,0.13,Y,4,11.695255355062795,9.61587214452889,8.0,0.38461538461538464,0.15384615384615385,1,2,High,Large,Moderate Burden,Adult
25,30000,RENT,8.0,PERSONAL,D,1600,16.29,0,0.05,N,3,10.308985993422082,7.3783837129967145,18.75,0.32,0.12,0,3,Lower-Middle,Small,Low Burden,Young
24,91800,MORTGAGE,0.0,MEDICAL,C,16000,14.22,1,0.15,N,4,11.427378469795439,9.680406499268875,5.7375,0.0,0.16666666666666666,0,2,Upper-Middle,Large,Moderate Burden,Young
21,120000,MORTGAGE,5.0,VENTURE,B,15000,10.25,0,0.13,N,2,11.695255355062795,9.61587214452889,8.0,0.23809523809523808,0.09523809523809523,0,1,High,Large,Moderate Burden,Young
22,31000,RENT,2.0,MEDICAL,A,1600,9.32,0,0.05,N,3,10.34177474101152,7.3783837129967145,19.375,0.09090909090909091,0.13636363636363635,0,0,Lower-Middle,Small,Low Burden,Young
26,120000,MORTGAGE,0.0,PERSONAL,C,20000,13.85,0,0.17,N,3,11.695255355062795,9.90353755128617,6.0,0.0,0.11538461538461539,0,2,High,Large,Moderate Burden,Adult
23,120000,MORTGAGE,0.0,PERSONAL,D,25000,15.31,0,0.21,N,3,11.695255355062795,10.12667110305036,4.8,0.0,0.13043478260869565,0,3,High,Very Large,High Burden,Young
24,120000,OWN,8.0,HOMEIMPROVEMENT,C,21000,14.26,0,0.17,Y,2,11.695255355062795,9.952325334619427,5.714285714285714,0.3333333333333333,0.08333333333333333,1,2,High,Very Large,Moderate Burden,Young
25,25000,OWN,4.0,MEDICAL,C,17500,14.22,0,0.7,N,2,10.12667110305036,9.770013301136158,1.4285714285714286,0.16,0.08,0,2,Low,Large,Very High Burden,Young
26,25000,OWN,1.0,EDUCATION,B,5000,9.88,0,0.2,N,3,10.12667110305036,8.517393171418904,5.0,0.038461538461538464,0.11538461538461539,0,1,Low,Small,Moderate Burden,Adult
23,29000,RENT,0.0,DEBTCONSOLIDATION,A,1600,7.88,1,0.06,N,3,10.275085591132715,7.3783837129967145,18.125,0.0,0.13043478260869565,0,0,Lower-Middle,Small,Low Burden,Young
24,37500,RENT,2.0,DEBTCONSOLIDATION,C,1600,11.03,0,0.04,Y,3,10.53212287826962,7.3783837129967145,23.4375,0.08333333333333333,0.125,1,2,Lower-Middle,Small,Low Burden,Young
26,32000,RENT,5.0,VENTURE,D,1600,14.46,1,0.05,Y,3,10.373522431293592,7.3783837129967145,20.0,0.19230769230769232,0.11538461538461539,1,3,Lower-Middle,Small,Low Burden,Adult
23,120000,MORTGAGE,8.0,VENTURE,A,14000,8.94,0,0.12,N,3,11.695255355062795,9.546884034617925,8.571428571428571,0.34782608695652173,0.13043478260869565,0,0,High,Large,Moderate Burden,Young
25,25000,OWN,4.0,VENTURE,B,2000,10.99,0,0.08,N,3,10.12667110305036,7.601402334583733,12.5,0.16,0.12,0,1,Low,Small,Low Burden,Young
22,25000,OWN,6.0,VENTURE,A,13000,7.88,0,0.52,N,3,10.12667110305036,9.472781556562168,1.9230769230769231,0.2727272727272727,0.13636363636363635,0,0,Low,Large,Very High Burden,Young
23,120000,MORTGAGE,0.0,PERSONAL,A,17000,8.94,0,0.14,N,2,11.695255355062795,9.741027444837728,7.0588235294117645,0.0,0.08695652173913043,0,0,High,Large,Moderate Burden,Young
24,32400,RENT,0.0,EDUCATION,C,1600,13.98,1,0.05,N,3,10.385944565501662,7.3783837129967145,20.25,0.0,0.125,0,2,Lower-Middle,Small,Low Burden,Young
25,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,20000,10.99,0,0.17,N,2,11.695255355062795,9.90353755128617,6.0,0.0,0.08,0,4,High,Large,Moderate Burden,Young
22,120000,MORTGAGE,5.0,MEDICAL,A,18000,8.94,0,0.15,N,3,11.695255355062795,9.798182590890704,6.666666666666667,0.22727272727272727,0.13636363636363635,0,0,High,Large,Moderate Burden,Young
26,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,16000,8.94,0,0.13,N,2,11.695255355062795,9.680406499268875,7.5,0.38461538461538464,0.07692307692307693,0,0,High,Large,Moderate Burden,Adult
22,120000,MORTGAGE,3.0,MEDICAL,C,9600,13.22,0,0.08,Y,4,11.695255355062795,9.169622538697624,12.5,0.13636363636363635,0.18181818181818182,1,2,High,Medium,Low Burden,Young
26,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,E,20000,17.74,0,0.17,Y,3,11.695255355062795,9.90353755128617,6.0,0.038461538461538464,0.11538461538461539,1,4,High,Large,Moderate Burden,Adult
24,120000,MORTGAGE,8.0,PERSONAL,A,16000,10.99,0,0.13,N,3,11.695255355062795,9.680406499268875,7.5,0.3333333333333333,0.125,0,0,High,Large,Moderate Burden,Young
24,120000,MORTGAGE,1.0,EDUCATION,F,25000,18.53,0,0.21,N,2,11.695255355062795,10.12667110305036,4.8,0.041666666666666664,0.08333333333333333,0,5,High,Very Large,High Burden,Young
23,25000,OWN,1.0,EDUCATION,A,8000,8.59,0,0.32,N,3,10.12667110305036,8.987321812850125,3.125,0.043478260869565216,0.13043478260869565,0,0,Low,Medium,High Burden,Young
26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,20000,13.79,0,0.17,Y,4,11.695255355062795,9.90353755128617,6.0,0.38461538461538464,0.15384615384615385,1,2,High,Large,Moderate Burden,Adult
23,45000,RENT,6.0,VENTURE,B,1600,10.08,0,0.04,N,4,10.714439990727769,7.3783837129967145,28.125,0.2608695652173913,0.17391304347826086,0,1,Lower-Middle,Small,Low Burden,Young
23,48000,RENT,4.0,EDUCATION,C,1600,13.98,0,0.03,N,3,10.778977123006351,7.3783837129967145,30.0,0.17391304347826086,0.13043478260869565,0,2,Lower-Middle,Small,Low Burden,Young
24,120000,MORTGAGE,0.0,VENTURE,B,15200,12.21,0,0.13,N,2,11.695255355062795,9.62911649414402,7.894736842105263,0.0,0.08333333333333333,0,1,High,Large,Moderate Burden,Young
