person_age,person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
27,26000,2,11.0,1.0,5000,8.94,0,0.19,0,9,0,0,1,0,0
33,26400,1,3.0,2.0,1000,10.99,0,0.04,0,7,0,0,1,0,0
35,26000,0,1.0,1.0,6000,9.63,0,0.23,0,6,0,0,0,1,0
35,29311,1,4.0,1.0,1000,7.49,0,0.03,0,9,1,0,0,0,0
27,30000,1,1.0,1.0,1000,5.79,0,0.03,0,10,1,0,0,0,0
33,26000,2,1.0,2.0,15000,9.76,1,0.58,0,6,0,0,0,0,0
31,30000,1,5.0,2.0,1000,9.25,0,0.03,0,6,0,0,1,0,0
30,33000,1,4.0,3.0,1000,14.79,0,0.03,0,10,0,0,1,0,0
29,26004,2,13.0,4.0,4000,14.74,1,0.15,1,9,0,0,0,0,0
31,26010,2,2.0,2.0,6500,9.99,0,0.25,0,9,0,1,0,0,0
30,35000,1,5.0,2.0,1000,10.36,0,0.03,0,6,0,0,0,1,0
30,30000,1,11.0,2.0,1000,10.99,1,0.03,0,10,0,0,1,0,0
29,38000,1,5.0,1.0,1000,7.88,0,0.03,0,9,1,0,0,0,0
28,40000,1,12.0,2.0,1000,9.88,0,0.03,0,9,0,0,0,1,0
35,42000,1,7.0,2.0,1000,11.12,0,0.02,0,5,0,0,1,0,0
29,26400,2,7.0,1.0,4800,7.66,0,0.18,0,9,0,0,1,0,0
31,43200,1,4.0,2.0,1000,10.74,0,0.02,0,9,0,0,1,0,0
27,26400,2,6.0,1.0,6000,6.91,1,0.23,0,9,0,0,1,0,0
28,26400,2,4.0,1.0,3000,6.17,0,0.11,0,6,0,0,1,0,0
33,48000,1,4.0,2.0,1000,9.99,0,0.02,0,10,0,0,1,0,0
28,44000,1,9.0,3.0,1000,14.17,1,0.02,0,9,0,0,0,0,1
27,51298,1,11.0,2.0,1000,10.37,0,0.02,0,7,0,0,0,0,0
30,26400,2,4.0,1.0,5000,7.14,0,0.19,0,6,0,0,1,0,0
31,54000,1,15.0,3.0,1000,10.99,0,0.02,1,7,0,0,1,0,0
34,26400,2,0.0,2.0,3600,9.88,0,0.14,0,9,0,0,1,0,0
29,64548,1,1.0,3.0,1000,14.27,0,0.02,1,5,0,0,0,1,0
33,65000,1,4.0,1.0,1000,10.99,0,0.02,0,9,0,0,0,0,1
28,73000,1,3.0,3.0,1000,10.99,0,0.01,0,7,0,1,0,0,0
29,74000,1,11.0,2.0,1000,9.91,0,0.01,0,5,0,0,0,0,0
27,75000,1,4.0,3.0,1000,13.49,0,0.01,1,9,0,0,0,0,1
34,26496,0,7.0,2.0,4400,10.59,0,0.17,0,8,0,0,1,0,0
30,69000,1,0.0,1.0,1000,8.59,1,0.01,0,5,0,1,0,0,0
35,76000,1,2.0,3.0,1000,13.49,0,0.01,0,8,0,0,0,0,1
30,100000,1,1.0,2.0,1000,11.71,0,0.01,0,7,0,0,1,0,0
33,26688,2,6.0,2.0,5000,10.59,0,0.19,0,10,1,0,0,0,0
27,10000,1,2.0,4.0,1200,14.11,1,0.12,1,6,0,0,0,0,1
30,14800,1,5.0,1.0,1200,8.0,0,0.08,0,9,0,0,0,0,0
28,15600,1,0.0,2.0,1200,12.53,0,0.08,0,8,1,0,0,0,0
35,19200,1,4.0,1.0,1200,7.29,1,0.06,0,10,0,0,0,1,0
29,20000,1,3.0,2.0,1200,11.71,1,0.06,0,7,0,0,0,0,0
29,20000,1,0.0,3.0,1200,11.54,0,0.06,0,5,0,0,0,0,0
32,22884,1,2.0,3.0,1200,13.22,0,0.05,0,7,0,0,1,0,0
28,27000,0,5.0,1.0,5600,5.42,0,0.21,0,8,1,0,0,0,0
27,24000,1,5.0,6.0,1200,18.99,0,0.05,0,7,0,0,1,0,0
27,27000,2,4.0,1.0,4300,5.99,0,0.16,0,6,0,0,0,0,1
27,27000,0,0.0,,11500,20.11,1,0.43,0,9,1,0,0,0,0
33,30000,1,3.0,1.0,1200,6.76,0,0.04,0,10,0,0,1,0,0
30,27000,0,4.0,1.0,4200,7.88,0,0.16,0,9,0,1,0,0,0
34,39996,1,6.0,1.0,1200,7.88,0,0.03,0,8,0,0,0,0,0
31,42000,1,6.0,4.0,1200,16.29,0,0.03,1,5,1,0,0,0,0
28,27000,0,7.0,2.0,2400,10.99,0,0.09,0,5,0,0,0,1,0
35,43000,1,19.0,3.0,1200,13.8,0,0.03,0,7,0,0,1,0,0
27,44000,1,3.0,3.0,1200,15.23,0,0.03,0,5,0,0,1,0,0
27,27000,2,5.0,2.0,3000,11.14,0,0.11,0,9,0,0,1,0,0
28,53000,1,12.0,3.0,1200,10.99,0,0.02,1,8,0,0,1,0,0
28,48096,1,4.0,5.0,1200,17.56,1,0.02,1,5,0,0,0,0,0
29,55000,1,3.0,2.0,1200,9.99,0,0.02,0,6,0,0,0,1,0
33,53326,1,8.0,4.0,1200,16.29,1,0.02,0,7,0,0,1,0,0
31,75000,1,1.0,1.0,1200,6.54,0,0.02,0,5,0,0,0,1,0
31,14400,1,0.0,3.0,1250,10.99,1,0.09,0,8,1,0,0,0,0
31,26000,1,15.0,2.0,1250,11.49,0,0.05,0,10,0,0,0,0,1
31,27036,2,2.0,2.0,6500,11.11,0,0.24,0,7,1,0,0,0,0
33,34400,1,0.0,2.0,1300,9.91,0,0.04,0,6,0,0,0,1,0
27,47000,1,11.0,2.0,1300,10.46,0,0.03,0,8,0,0,1,0,0
27,51000,1,3.0,1.0,1300,7.68,0,0.03,0,7,0,0,0,0,1
34,65000,1,4.0,1.0,1300,6.54,0,0.02,0,7,0,1,0,0,0
35,27204,2,16.0,1.0,1800,7.74,0,0.07,0,7,0,0,0,1,0
29,14400,1,2.0,2.0,1400,11.49,0,0.1,0,6,0,0,0,0,1
27,18576,1,4.0,2.0,1400,9.99,0,0.08,0,6,0,0,1,0,0
31,22000,1,5.0,6.0,1400,22.06,0,0.06,1,7,0,0,0,0,1
35,24960,1,6.0,1.0,1400,8.49,0,0.06,0,10,1,0,0,0,0
32,27385,2,3.0,3.0,2000,12.99,1,0.07,1,9,0,1,0,0,0
31,25200,1,0.0,1.0,1400,6.99,0,0.06,0,6,0,0,0,1,0
29,28800,1,1.0,1.0,1400,7.9,0,0.05,0,5,0,0,0,0,1
28,27500,2,13.0,1.0,15000,6.54,0,0.55,0,10,0,0,0,0,1
31,54000,1,2.0,1.0,1400,10.99,0,0.03,0,8,0,0,0,0,0
31,27600,0,1.0,2.0,3000,11.49,0,0.11,0,9,1,0,0,0,0
27,58000,1,3.0,3.0,1400,15.27,0,0.02,1,7,0,0,1,0,0
31,78411,1,9.0,1.0,1400,10.99,0,0.02,0,6,0,0,0,0,0
30,27600,2,3.0,4.0,2250,15.62,1,0.08,0,9,1,0,0,0,0
29,17000,1,0.0,3.0,1450,10.99,0,0.09,0,6,1,0,0,0,0
27,24000,1,2.0,1.0,1450,10.99,0,0.06,0,9,0,0,1,0,0
27,27600,2,2.0,1.0,3500,6.99,0,0.13,0,9,1,0,0,0,0
31,36000,1,12.0,2.0,1450,10.99,0,0.04,0,7,0,0,0,0,1
27,27000,1,11.0,2.0,1500,10.36,0,0.06,0,5,1,0,0,0,0
35,27600,2,19.0,2.0,3000,11.86,0,0.11,0,5,1,0,0,0,0
30,27996,1,9.0,3.0,1500,10.99,0,0.05,1,8,0,0,1,0,0
31,28452,1,4.0,2.0,1500,11.11,0,0.05,0,5,0,0,0,1,0
28,29120,1,0.0,4.0,1500,15.7,1,0.05,1,6,0,0,0,0,1
35,30000,1,5.0,1.0,1500,7.29,1,0.05,0,8,0,0,1,0,0
28,30000,1,4.0,2.0,1500,9.63,1,0.05,0,10,0,1,0,0,0
27,30000,1,0.0,3.0,1500,10.99,0,0.05,0,6,1,0,0,0,0
27,27840,2,2.0,1.0,2400,5.42,0,0.09,0,7,0,0,1,0,0
29,30000,1,12.0,2.0,1500,11.49,1,0.05,0,8,0,0,0,0,0
29,27852,0,7.0,1.0,11000,8.49,0,0.39,0,8,1,0,0,0,0
34,27852,0,0.0,3.0,4200,12.84,0,0.15,0,8,0,0,0,1,0
35,32004,1,2.0,1.0,1500,8.49,0,0.05,0,7,0,0,1,0,0
29,27996,0,5.0,1.0,1800,5.42,0,0.06,0,6,0,1,0,0,0
35,33996,1,0.0,2.0,1500,10.99,0,0.04,0,7,0,0,0,0,0
29,29780,1,2.0,4.0,1500,12.86,1,0.05,1,10,0,0,0,1,0
35,28000,0,3.0,1.0,7600,6.62,0,0.27,0,10,0,0,0,0,1
35,38000,1,0.0,1.0,1500,7.4,0,0.04,0,6,0,0,1,0,0
34,28000,0,1.0,2.0,3000,9.99,0,0.11,0,10,0,0,0,0,1
29,38004,1,3.0,3.0,1500,14.35,0,0.04,1,10,0,0,1,0,0
32,28000,2,5.0,2.0,7500,10.99,0,0.27,0,6,0,1,0,0,0
28,39600,1,11.0,2.0,1500,12.69,0,0.04,0,5,1,0,0,0,0
30,28000,0,5.0,2.0,6300,11.99,0,0.23,0,9,0,0,0,1,0
30,34000,1,2.0,4.0,1500,14.61,1,0.04,1,5,0,0,0,0,0
33,28000,0,3.0,1.0,4800,7.49,0,0.17,0,10,0,0,0,0,1
28,41000,1,10.0,3.0,1500,14.79,0,0.04,1,6,0,0,0,0,0
32,43625,1,2.0,2.0,1500,10.99,0,0.03,0,6,1,0,0,0,0
29,38004,1,2.0,3.0,1500,12.53,1,0.04,1,7,0,0,0,1,0
28,44604,1,11.0,2.0,1500,11.12,0,0.03,0,7,0,0,0,1,0
34,45000,1,7.0,1.0,1500,5.99,0,0.03,0,10,0,0,1,0,0
32,28000,2,7.0,4.0,6000,15.21,1,0.21,0,9,0,0,1,0,0
30,39000,1,4.0,1.0,1500,7.51,1,0.04,0,9,0,0,0,0,0
35,48000,1,13.0,2.0,1500,9.91,0,0.03,0,9,0,0,1,0,0
33,48000,1,2.0,2.0,1500,11.71,0,0.03,0,8,0,0,1,0,0
33,48000,1,2.0,2.0,1500,11.89,0,0.03,0,6,0,0,0,0,1
34,50000,1,5.0,3.0,1500,13.92,0,0.03,0,5,0,0,0,0,1
28,28000,0,0.0,2.0,3250,12.53,0,0.12,0,9,0,0,1,0,0
27,54600,1,2.0,3.0,1500,13.23,0,0.03,1,8,1,0,0,0,0
28,55000,1,7.0,1.0,1500,7.37,0,0.03,0,8,1,0,0,0,0
28,60000,1,12.0,4.0,1500,16.77,0,0.03,1,8,0,1,0,0,0
29,60000,1,3.0,3.0,1500,12.87,0,0.03,0,9,1,0,0,0,0
32,54000,1,7.0,4.0,1500,14.42,1,0.03,0,9,0,0,0,0,0
32,61900,1,4.0,3.0,1500,13.23,0,0.02,1,7,0,1,0,0,0
29,80000,1,0.0,2.0,1500,12.42,0,0.02,0,9,0,0,0,1,0
32,80000,1,6.0,2.0,1500,10.74,0,0.02,0,10,0,1,0,0,0
27,28500,2,3.0,3.0,1600,13.49,1,0.06,0,8,0,0,0,0,1
33,18000,1,1.0,2.0,1600,9.88,1,0.09,0,5,0,1,0,0,0
27,28500,2,6.0,1.0,2600,7.74,0,0.09,0,7,0,0,0,0,1
30,28500,2,9.0,1.0,4000,7.74,0,0.14,0,7,1,0,0,0,0
27,28560,2,7.0,1.0,2400,6.39,0,0.08,0,8,0,0,0,1,0
29,18000,1,3.0,2.0,1700,11.12,0,0.09,0,10,0,0,1,0,0
29,33000,1,2.0,3.0,1700,15.23,0,0.05,1,9,0,0,0,1,0
32,28672,0,5.0,3.0,4650,13.22,0,0.16,1,5,1,0,0,0,0
28,40000,1,1.0,3.0,1700,10.99,0,0.04,0,9,0,0,1,0,0
28,53040,1,6.0,1.0,1700,8.49,0,0.03,0,8,0,0,0,0,0
31,12996,1,4.0,1.0,1750,6.76,0,0.13,0,10,0,0,1,0,0
30,12000,1,4.0,3.0,1800,14.35,0,0.15,1,5,0,0,1,0,0
30,28800,2,6.0,3.0,6250,10.99,0,0.22,0,9,0,0,0,1,0
28,15000,1,0.0,2.0,1800,11.49,0,0.12,0,7,0,0,1,0,0
33,15000,1,3.0,4.0,1800,17.54,0,0.12,1,9,0,0,0,0,1
28,28800,2,2.0,2.0,2000,10.59,0,0.07,0,7,0,1,0,0,0
32,21360,1,1.0,3.0,1800,12.99,0,0.08,0,8,0,0,0,0,1
31,23766,1,1.0,3.0,1800,13.06,0,0.08,0,7,0,0,1,0,0
31,24000,1,2.0,1.0,1800,8.59,0,0.07,0,6,0,0,1,0,0
27,25200,1,2.0,1.0,1800,6.76,0,0.07,0,10,0,0,0,0,1
32,28800,2,7.0,3.0,7500,13.43,0,0.26,1,7,0,0,0,0,1
32,45996,1,2.0,2.0,1800,11.58,0,0.04,0,9,0,0,1,0,0
30,49000,1,14.0,2.0,1800,11.71,0,0.04,0,5,0,0,1,0,0
28,53544,1,12.0,3.0,1800,10.99,0,0.03,1,7,0,1,0,0,0
27,60000,1,11.0,2.0,1800,11.46,0,0.03,0,8,0,0,0,0,0
33,80000,1,5.0,2.0,1800,10.75,0,0.02,0,7,0,0,0,1,0
27,117000,1,7.0,2.0,1800,12.42,0,0.02,0,10,0,0,0,1,0
27,18600,1,4.0,2.0,1850,10.99,0,0.1,0,8,0,0,1,0,0
30,42000,1,0.0,2.0,1850,11.99,0,0.04,0,5,0,0,0,0,1
31,15204,1,4.0,1.0,1875,8.49,1,0.12,0,7,1,0,0,0,0
30,31200,1,4.0,1.0,1900,5.79,0,0.06,0,10,0,0,1,0,0
30,45000,1,14.0,1.0,1900,5.79,0,0.04,0,7,0,0,0,1,0
32,60000,1,5.0,3.0,1925,12.29,0,0.03,1,9,0,0,1,0,0
33,72000,1,6.0,3.0,1925,14.35,1,0.03,1,10,0,0,0,0,1
31,10800,1,4.0,3.0,2000,14.72,1,0.19,1,5,0,0,0,0,1
30,12996,1,1.0,5.0,2000,17.19,1,0.15,0,6,0,0,0,1,0
31,29000,2,6.0,4.0,5000,15.99,0,0.17,0,7,0,0,0,1,0
28,29000,0,1.0,3.0,6250,12.87,0,0.22,1,9,0,0,0,0,1
31,29000,2,3.0,2.0,3500,12.53,0,0.12,0,5,1,0,0,0,0
29,19200,1,1.0,1.0,2000,5.99,1,0.1,0,7,0,0,0,1,0
31,29000,2,5.0,3.0,1500,12.29,0,0.05,0,6,0,0,0,1,0
29,20000,1,4.0,6.0,2000,18.3,1,0.1,0,9,0,1,0,0,0
29,20400,1,2.0,3.0,2000,13.49,0,0.1,0,8,0,0,1,0,0
29,20400,1,4.0,1.0,2000,7.9,1,0.1,0,9,0,1,0,0,0
27,20400,1,3.0,2.0,2000,12.53,0,0.1,0,6,0,0,0,1,0
31,20928,1,0.0,3.0,2000,13.48,0,0.1,1,6,0,0,0,0,0
30,29004,0,6.0,3.0,6250,10.99,0,0.22,0,8,0,1,0,0,0
30,21240,1,4.0,3.0,2000,14.22,0,0.09,1,9,0,0,1,0,0
28,29112,0,1.0,1.0,7000,6.99,0,0.24,0,5,0,0,0,0,1
33,22800,1,0.0,1.0,2000,8.49,0,0.09,0,10,0,0,1,0,0
27,29120,0,0.0,1.0,4000,10.99,0,0.14,0,7,0,0,0,0,1
33,24000,1,0.0,3.0,2000,14.35,0,0.08,1,7,1,0,0,0,0
27,29160,2,2.0,1.0,8000,7.51,0,0.27,0,7,0,0,0,0,1
31,24600,1,5.0,3.0,2000,13.61,0,0.08,1,5,1,0,0,0,0
27,25000,1,9.0,3.0,2000,13.11,0,0.08,1,6,0,0,0,0,1
32,25000,1,3.0,3.0,2000,13.16,1,0.08,1,8,0,1,0,0,0
32,29500,2,4.0,2.0,7000,10.0,1,0.24,0,9,0,0,0,0,0
35,29568,2,6.0,3.0,6000,13.23,0,0.2,1,10,0,0,0,1,0
27,26400,1,2.0,1.0,2000,6.54,0,0.08,0,10,0,0,1,0,0
27,26400,1,1.0,3.0,2000,13.61,0,0.08,0,10,0,0,1,0,0
29,27000,1,4.0,1.0,2000,7.88,0,0.07,0,6,0,0,1,0,0
31,29760,2,0.0,1.0,10000,9.63,0,0.34,0,10,0,0,1,0,0
31,29766,2,15.0,1.0,13900,8.94,0,0.47,0,8,0,1,0,0,0
30,28800,1,9.0,2.0,2000,11.48,0,0.07,0,10,0,0,1,0,0
28,30000,1,12.0,1.0,2000,5.42,0,0.07,0,5,1,0,0,0,0
33,30000,1,11.0,1.0,2000,7.29,0,0.07,0,5,0,0,1,0,0
30,92700,1,1.0,2.0,15000,11.99,0,0.16,0,5,0,0,0,0,1
31,81000,1,1.0,4.0,15000,14.42,1,0.19,0,6,0,0,0,1,0
32,30000,0,2.0,2.0,10000,9.91,0,0.33,0,8,1,0,0,0,0
28,30000,2,5.0,1.0,15000,10.99,0,0.5,0,9,0,0,0,0,1
29,70553,1,8.0,3.0,15000,13.47,1,0.18,1,10,0,0,1,0,0
33,84000,1,2.0,5.0,15000,16.7,1,0.18,0,9,0,0,0,0,1
33,30000,0,8.0,1.0,5000,7.51,0,0.17,0,9,0,0,1,0,0
29,100000,1,1.0,2.0,15000,9.88,0,0.15,0,9,0,0,1,0,0
27,100000,1,0.0,2.0,15000,11.58,0,0.15,0,10,0,0,0,0,1
29,100000,1,3.0,3.0,15000,12.04,0,0.15,0,10,0,1,0,0,0
28,102000,1,12.0,2.0,15000,11.46,0,0.15,0,7,0,0,0,0,0
27,104371,1,4.0,4.0,15000,16.77,0,0.14,0,5,0,1,0,0,0
31,105000,1,9.0,2.0,15000,10.59,0,0.14,0,8,0,1,0,0,0
27,106000,1,5.0,2.0,15000,10.75,0,0.14,0,6,0,0,0,0,0
29,106800,1,0.0,1.0,15000,10.99,0,0.14,0,6,0,0,0,0,0
32,108000,1,8.0,2.0,15000,10.0,0,0.14,0,9,0,0,0,1,0
30,30000,2,6.0,2.0,10000,9.91,0,0.33,0,10,1,0,0,0,0
28,30000,2,4.0,1.0,6000,6.03,0,0.2,0,8,0,0,0,0,1
31,30000,2,4.0,2.0,1200,10.99,0,0.04,0,8,1,0,0,0,0
34,110000,1,6.0,3.0,15000,12.68,0,0.14,1,10,0,0,0,1,0
35,110000,1,0.0,2.0,15000,11.11,0,0.14,0,8,0,0,1,0,0
35,30000,2,13.0,1.0,6625,6.62,0,0.22,0,6,0,0,0,1,0
33,110000,1,3.0,4.0,15000,14.42,0,0.14,1,9,1,0,0,0,0
33,30000,2,1.0,3.0,4000,10.99,0,0.13,1,7,0,0,0,0,0
32,101000,1,0.0,4.0,15000,17.58,1,0.15,0,8,1,0,0,0,0
35,117000,1,8.0,1.0,15000,9.63,0,0.13,0,8,0,0,0,1,0
29,120000,1,3.0,1.0,15000,6.91,0,0.13,0,7,1,0,0,0,0
30,120000,1,14.0,1.0,15000,6.17,0,0.13,0,8,0,0,1,0,0
29,120000,1,3.0,1.0,15000,9.63,0,0.13,0,6,0,0,0,0,0
32,120000,1,5.0,5.0,15000,15.68,0,0.13,0,7,0,0,0,0,1
31,30000,2,2.0,1.0,2000,7.9,0,0.07,0,10,0,0,0,1,0
27,122000,1,3.0,3.0,15000,12.73,0,0.12,0,5,0,0,0,1,0
28,30000,2,4.0,1.0,4750,7.9,0,0.16,0,7,0,0,1,0,0
27,130000,1,0.0,1.0,15000,10.99,0,0.12,0,7,0,0,1,0,0
27,132000,1,2.0,2.0,15000,11.12,0,0.11,0,5,0,1,0,0,0
29,128000,1,0.0,1.0,15000,9.63,1,0.12,0,9,1,0,0,0,0
28,140000,1,0.0,2.0,15000,11.26,0,0.11,0,5,0,0,0,0,0
35,30000,2,11.0,2.0,11000,10.65,0,0.37,0,10,0,0,1,0,0
33,30000,2,1.0,1.0,5000,10.99,0,0.17,0,9,0,0,1,0,0
34,30000,1,2.0,2.0,14975,12.53,1,0.5,0,10,0,1,0,0,0
30,30000,2,3.0,1.0,5100,7.9,0,0.17,0,8,1,0,0,0,0
28,30000,1,13.0,2.0,14800,11.14,1,0.49,0,5,0,0,0,1,0
32,50000,1,1.0,2.0,14800,10.83,0,0.3,0,5,0,0,1,0,0
28,68000,1,2.0,2.0,14800,9.99,0,0.22,0,9,1,0,0,0,0
30,42000,1,4.0,2.0,14750,10.99,1,0.35,0,7,0,0,0,0,0
32,30000,2,6.0,1.0,10000,7.51,0,0.33,0,9,0,0,0,0,1
34,30000,2,4.0,1.0,4300,7.9,0,0.14,0,5,0,0,0,0,0
27,37000,1,11.0,1.0,14700,5.99,1,0.4,0,9,0,0,1,0,0
27,30000,1,2.0,2.0,2000,11.49,0,0.07,0,8,1,0,0,0,0
29,30000,1,0.0,2.0,2000,10.75,0,0.07,0,7,0,0,0,0,0
28,30225,1,7.0,2.0,2000,12.42,0,0.07,0,6,0,0,0,1,0
35,30000,2,2.0,1.0,3300,5.99,0,0.11,0,6,1,0,0,0,0
31,33000,1,1.0,1.0,2000,5.79,0,0.06,0,5,0,0,0,0,0
30,33000,1,2.0,2.0,2000,10.99,0,0.06,0,8,0,0,0,0,1
31,40000,1,3.0,2.0,2000,10.37,0,0.05,0,7,0,0,1,0,0
27,40000,1,9.0,2.0,2000,10.75,0,0.05,0,6,0,0,0,0,0
27,51000,1,1.0,1.0,2000,7.74,0,0.04,0,6,0,1,0,0,0
30,51600,1,12.0,2.0,2000,9.99,0,0.04,0,5,0,0,0,0,0
29,51996,1,2.0,3.0,2000,13.72,0,0.04,1,6,0,0,0,0,0
29,54000,1,1.0,2.0,2000,10.01,0,0.04,0,7,0,1,0,0,0
31,50000,1,15.0,1.0,2000,5.42,1,0.04,0,8,0,0,0,1,0
28,50000,1,2.0,4.0,2000,16.89,1,0.04,0,7,0,0,1,0,0
32,30000,2,0.0,1.0,9000,5.42,0,0.3,0,9,0,0,0,0,1
33,57500,1,2.0,2.0,2000,10.99,0,0.03,0,5,0,0,0,0,0
35,59000,1,11.0,3.0,2000,13.48,0,0.03,1,7,0,0,0,0,0
27,60000,1,2.0,2.0,2000,9.91,0,0.03,0,9,0,1,0,0,0
28,60000,1,3.0,2.0,2000,10.99,0,0.03,0,6,1,0,0,0,0
31,30000,2,4.0,1.0,5000,10.99,0,0.17,0,7,0,0,0,0,1
28,54000,1,1.0,4.0,2000,14.42,1,0.04,0,7,0,0,1,0,0
29,30000,2,3.0,2.0,4000,10.99,0,0.13,0,6,1,0,0,0,0
30,30000,2,1.0,1.0,10000,6.99,0,0.33,0,5,0,0,0,0,1
29,68500,1,4.0,1.0,2000,10.99,0,0.03,0,9,0,0,0,0,0
30,68803,1,3.0,1.0,2000,6.17,0,0.03,0,10,0,0,1,0,0
32,30000,2,16.0,1.0,7000,6.99,0,0.23,0,6,1,0,0,0,0
27,69000,1,1.0,1.0,2000,6.99,0,0.03,0,5,0,0,1,0,0
30,69996,1,0.0,2.0,2000,10.65,0,0.03,0,9,1,0,0,0,0
35,30000,2,3.0,1.0,2975,5.99,0,0.1,0,5,0,0,0,0,0
35,70000,1,2.0,3.0,2000,13.72,0,0.03,0,7,1,0,0,0,0
31,30000,2,3.0,1.0,9450,8.49,0,0.32,0,8,0,0,0,1,0
29,72000,1,13.0,4.0,2000,14.59,1,0.03,1,8,0,0,0,0,0
35,80000,1,7.0,3.0,2000,12.99,0,0.03,1,9,0,0,0,0,1
31,30000,2,5.0,4.0,4000,15.62,1,0.13,1,7,0,0,1,0,0
34,80000,1,2.0,2.0,2000,10.36,0,0.03,0,7,0,0,0,1,0
29,80004,1,12.0,2.0,2000,9.76,0,0.02,0,10,0,0,0,1,0
27,85000,1,0.0,3.0,2000,14.22,0,0.02,1,9,0,0,0,0,0
31,86000,1,0.0,1.0,2000,5.99,0,0.02,0,5,0,0,0,1,0
29,102400,1,2.0,2.0,2000,8.88,0,0.02,0,7,0,1,0,0,0
31,118000,1,0.0,4.0,2000,16.89,1,0.02,0,8,0,0,0,1,0
34,30000,0,0.0,1.0,6000,7.29,0,0.2,0,9,0,0,1,0,0
33,132444,1,4.0,2.0,2000,11.36,0,0.02,0,9,1,0,0,0,0
35,30000,2,3.0,3.0,10000,13.43,1,0.33,0,7,0,1,0,0,0
31,30000,1,1.0,2.0,2050,8.88,1,0.07,0,7,0,1,0,0,0
29,60000,1,13.0,3.0,2075,15.23,0,0.03,0,7,0,0,0,1,0
33,30000,0,1.0,3.0,5000,12.68,0,0.17,1,10,0,0,0,0,1
30,11292,1,4.0,1.0,2100,6.76,1,0.19,0,6,0,0,1,0,0
30,12500,1,0.0,4.0,2100,12.49,1,0.17,1,7,0,0,0,1,0
33,14400,1,0.0,4.0,2100,15.21,1,0.15,1,10,0,0,0,0,1
34,21000,1,2.0,1.0,2100,7.88,0,0.1,0,8,0,0,1,0,0
29,31632,1,2.0,2.0,2100,10.99,0,0.07,0,6,0,0,0,1,0
27,33500,1,0.0,2.0,2100,12.21,0,0.06,0,9,0,0,1,0,0
29,30000,2,3.0,1.0,6000,5.79,0,0.2,0,8,0,0,0,0,1
27,39000,1,3.0,2.0,2100,10.99,0,0.05,0,6,0,0,0,0,0
32,51996,1,6.0,3.0,2100,10.99,0,0.04,1,7,0,0,1,0,0
28,30000,2,8.0,1.0,3000,7.29,0,0.1,0,5,0,0,0,0,0
33,30000,2,17.0,1.0,10000,5.79,0,0.33,0,6,0,1,0,0,0
28,35000,1,6.0,3.0,2125,15.27,0,0.06,0,6,0,0,0,0,1
28,20000,1,0.0,2.0,2150,10.37,0,0.11,0,6,0,0,1,0,0
27,24000,1,1.0,3.0,2150,14.72,0,0.09,0,7,0,0,1,0,0
34,30000,1,3.0,1.0,14000,8.9,1,0.47,0,7,0,0,0,1,0
27,30548,1,0.0,1.0,14000,7.88,1,0.46,0,5,0,0,0,1,0
30,33200,1,4.0,1.0,14000,7.29,1,0.42,0,10,0,0,0,0,1
28,33600,1,9.0,3.0,14000,10.99,1,0.42,1,5,1,0,0,0,0
27,35000,1,0.0,3.0,14000,14.27,1,0.4,1,8,0,0,0,1,0
28,29000,1,8.0,2.0,14000,11.99,1,0.48,0,9,0,1,0,0,0
34,36000,1,5.0,1.0,14000,7.51,1,0.39,0,6,0,0,0,0,0
35,37000,1,5.0,1.0,14000,7.88,1,0.38,0,8,0,0,0,0,0
30,40000,1,2.0,3.0,14000,12.73,1,0.35,0,8,0,0,1,0,0
27,34000,1,4.0,,14000,19.82,1,0.41,0,10,0,0,1,0,0
28,40000,1,2.0,2.0,14000,11.89,1,0.35,0,5,0,0,0,1,0
29,40404,1,4.0,1.0,14000,8.49,1,0.35,0,10,0,0,0,0,1
28,30000,0,1.0,3.0,7500,12.98,0,0.25,0,8,0,1,0,0,0
29,14400,1,4.0,1.0,2200,5.99,0,0.15,0,10,0,0,0,0,0
29,15000,1,4.0,3.0,2200,13.48,1,0.15,0,10,0,0,0,1,0
34,30000,2,5.0,1.0,14000,7.51,0,0.47,0,8,0,0,0,0,1
29,17004,1,8.0,1.0,2200,9.32,1,0.13,0,5,0,1,0,0,0
28,30000,2,4.0,1.0,3000,6.76,0,0.1,0,9,1,0,0,0,0
31,30000,1,4.0,1.0,2200,7.49,0,0.07,0,10,0,0,1,0,0
31,38400,1,3.0,3.0,2200,13.06,0,0.06,1,10,1,0,0,0,0
35,40000,1,2.0,2.0,2200,10.99,0,0.06,0,10,0,0,1,0,0
31,42000,1,2.0,1.0,2200,9.63,0,0.05,0,8,0,0,0,0,0
27,39500,1,0.0,4.0,2200,10.99,1,0.06,1,8,0,0,1,0,0
32,44004,1,5.0,4.0,2200,15.65,1,0.05,0,5,0,0,1,0,0
30,52416,1,13.0,2.0,2200,10.99,0,0.04,0,8,0,0,1,0,0
27,70000,1,8.0,2.0,2200,10.74,0,0.03,0,8,0,1,0,0,0
